SampleID,Raw_SampleID,Raw_bam,Spike_in_label,Sample_type,Spike_in_ratio,Replicate,Spike_in_name,Spike_in_resource,Bam_file,Bam_file_tumor,ichorCNA
K1AB28_spike_in__0005_from_ZNC05S_label_CRC_replicate_2,K1AB28,/mnt/BACKUP_NAS05/ECDTM_repo/R2585/align/33-K1AB28T_M590-M790.deduplicated.bam,CRC,cfDNA,0.5,2,ZNC05S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC05S/ZNC05S/ZNC05S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1AB28_spike_in__0005_from_ZNC05S_label_CRC_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1AB28_spike_in__0005_from_ZNC05S_label_CRC_replicate_2.tumor.bam,0.03894
K1AB28_spike_in__001_from_ZNC05S_label_CRC_replicate_1,K1AB28,/mnt/BACKUP_NAS05/ECDTM_repo/R2585/align/33-K1AB28T_M590-M790.deduplicated.bam,CRC,cfDNA,1.0,1,ZNC05S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC05S/ZNC05S/ZNC05S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1AB28_spike_in__001_from_ZNC05S_label_CRC_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1AB28_spike_in__001_from_ZNC05S_label_CRC_replicate_1.tumor.bam,0.03908
K1AB28_spike_in__05_from_ZNC01S_label_CRC_replicate_2,K1AB28,/mnt/BACKUP_NAS05/ECDTM_repo/R2585/align/33-K1AB28T_M590-M790.deduplicated.bam,CRC,cfDNA,50.0,2,ZNC01S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC01S/ZNC01S/ZNC01S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1AB28_spike_in__05_from_ZNC01S_label_CRC_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1AB28_spike_in__05_from_ZNC01S_label_CRC_replicate_2.tumor.bam,0.03815
K1AB28_spike_in__001_from_ZNC05S_label_CRC_replicate_0,K1AB28,/mnt/BACKUP_NAS05/ECDTM_repo/R2585/align/33-K1AB28T_M590-M790.deduplicated.bam,CRC,cfDNA,1.0,0,ZNC05S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC05S/ZNC05S/ZNC05S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1AB28_spike_in__001_from_ZNC05S_label_CRC_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1AB28_spike_in__001_from_ZNC05S_label_CRC_replicate_0.tumor.bam,0.039
K1AB28_spike_in__0005_from_ZNC05S_label_CRC_replicate_0,K1AB28,/mnt/BACKUP_NAS05/ECDTM_repo/R2585/align/33-K1AB28T_M590-M790.deduplicated.bam,CRC,cfDNA,0.5,0,ZNC05S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC05S/ZNC05S/ZNC05S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1AB28_spike_in__0005_from_ZNC05S_label_CRC_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1AB28_spike_in__0005_from_ZNC05S_label_CRC_replicate_0.tumor.bam,0.03895
K1AB28_spike_in__05_from_ZNC01S_label_CRC_replicate_0,K1AB28,/mnt/BACKUP_NAS05/ECDTM_repo/R2585/align/33-K1AB28T_M590-M790.deduplicated.bam,CRC,cfDNA,50.0,0,ZNC01S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC01S/ZNC01S/ZNC01S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1AB28_spike_in__05_from_ZNC01S_label_CRC_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1AB28_spike_in__05_from_ZNC01S_label_CRC_replicate_0.tumor.bam,0.03782
K1AB28_spike_in__0005_from_ZNC05S_label_CRC_replicate_1,K1AB28,/mnt/BACKUP_NAS05/ECDTM_repo/R2585/align/33-K1AB28T_M590-M790.deduplicated.bam,CRC,cfDNA,0.5,1,ZNC05S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC05S/ZNC05S/ZNC05S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1AB28_spike_in__0005_from_ZNC05S_label_CRC_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1AB28_spike_in__0005_from_ZNC05S_label_CRC_replicate_1.tumor.bam,0.03899
K1AB28_spike_in__05_from_ZNC01S_label_CRC_replicate_1,K1AB28,/mnt/BACKUP_NAS05/ECDTM_repo/R2585/align/33-K1AB28T_M590-M790.deduplicated.bam,CRC,cfDNA,50.0,1,ZNC01S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC01S/ZNC01S/ZNC01S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1AB28_spike_in__05_from_ZNC01S_label_CRC_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1AB28_spike_in__05_from_ZNC01S_label_CRC_replicate_1.tumor.bam,0.03744
K1AB28_spike_in__001_from_ZNC05S_label_CRC_replicate_2,K1AB28,/mnt/BACKUP_NAS05/ECDTM_repo/R2585/align/33-K1AB28T_M590-M790.deduplicated.bam,CRC,cfDNA,1.0,2,ZNC05S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC05S/ZNC05S/ZNC05S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1AB28_spike_in__001_from_ZNC05S_label_CRC_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1AB28_spike_in__001_from_ZNC05S_label_CRC_replicate_2.tumor.bam,0.03904
K0793_spike_in__0001_from_pool_Breast_label_Breast_replicate_0,K0793,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-K0793CT73T_M576-M776.deduplicated.bam,Breast,cfDNA,0.1,0,pool_Breast,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/pool_Breast.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__0001_from_pool_Breast_label_Breast_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__0001_from_pool_Breast_label_Breast_replicate_0.tumor.bam,0.03566
K0793_spike_in__0005_from_ZNB03SR2_label_Breast_replicate_1,K0793,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-K0793CT73T_M576-M776.deduplicated.bam,Breast,cfDNA,0.5,1,ZNB03SR2,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNB03SR2/ZNB03SR2/ZNB03SR2.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__0005_from_ZNB03SR2_label_Breast_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__0005_from_ZNB03SR2_label_Breast_replicate_1.tumor.bam,0.03584
K0793_spike_in__005_from_ZMH053S_label_Liver_replicate_1,K0793,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-K0793CT73T_M576-M776.deduplicated.bam,Liver,cfDNA,5.0,1,ZMH053S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMH053S/ZMH053S/ZMH053S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__005_from_ZMH053S_label_Liver_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__005_from_ZMH053S_label_Liver_replicate_1.tumor.bam,0.03669
K0793_spike_in__0001_from_ZNB03SR2_label_Breast_replicate_0,K0793,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-K0793CT73T_M576-M776.deduplicated.bam,Breast,cfDNA,0.1,0,ZNB03SR2,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNB03SR2/ZNB03SR2/ZNB03SR2.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__0001_from_ZNB03SR2_label_Breast_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__0001_from_ZNB03SR2_label_Breast_replicate_0.tumor.bam,0.03578
K0793_spike_in__05_from_ZMH050S_label_Liver_replicate_2,K0793,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-K0793CT73T_M576-M776.deduplicated.bam,Liver,cfDNA,50.0,2,ZMH050S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMH050S/ZMH050S/ZMH050S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__05_from_ZMH050S_label_Liver_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__05_from_ZMH050S_label_Liver_replicate_2.tumor.bam,0.05285
K0793_spike_in__005_from_ZNB32S_label_Breast_replicate_1,K0793,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-K0793CT73T_M576-M776.deduplicated.bam,Breast,cfDNA,5.0,1,ZNB32S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNB32S/ZNB32S/ZNB32S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__005_from_ZNB32S_label_Breast_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__005_from_ZNB32S_label_Breast_replicate_1.tumor.bam,0.03691
K0793_spike_in__0001_from_ZMH051S_label_Liver_replicate_1,K0793,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-K0793CT73T_M576-M776.deduplicated.bam,Liver,cfDNA,0.1,1,ZMH051S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMH051S/ZMH051S/ZMH051S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__0001_from_ZMH051S_label_Liver_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__0001_from_ZMH051S_label_Liver_replicate_1.tumor.bam,0.0358
K0793_spike_in__005_from_ZNB22SR1_label_Breast_replicate_0,K0793,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-K0793CT73T_M576-M776.deduplicated.bam,Breast,cfDNA,5.0,0,ZNB22SR1,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNB22SR1/ZNB22SR1/ZNB22SR1.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__005_from_ZNB22SR1_label_Breast_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__005_from_ZNB22SR1_label_Breast_replicate_0.tumor.bam,0.03774
K0793_spike_in__001_from_ZNB22SR1_label_Breast_replicate_1,K0793,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-K0793CT73T_M576-M776.deduplicated.bam,Breast,cfDNA,1.0,1,ZNB22SR1,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNB22SR1/ZNB22SR1/ZNB22SR1.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__001_from_ZNB22SR1_label_Breast_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__001_from_ZNB22SR1_label_Breast_replicate_1.tumor.bam,0.0357
K0793_spike_in__0001_from_ZMH056S_label_Liver_replicate_2,K0793,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-K0793CT73T_M576-M776.deduplicated.bam,Liver,cfDNA,0.1,2,ZMH056S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMH056S/ZMH056S/ZMH056S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__0001_from_ZMH056S_label_Liver_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__0001_from_ZMH056S_label_Liver_replicate_2.tumor.bam,0.03577
K0793_spike_in__0005_from_ZNB03SR2_label_Breast_replicate_0,K0793,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-K0793CT73T_M576-M776.deduplicated.bam,Breast,cfDNA,0.5,0,ZNB03SR2,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNB03SR2/ZNB03SR2/ZNB03SR2.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__0005_from_ZNB03SR2_label_Breast_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__0005_from_ZNB03SR2_label_Breast_replicate_0.tumor.bam,0.03574
K0793_spike_in__0001_from_pool_Breast_label_Breast_replicate_1,K0793,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-K0793CT73T_M576-M776.deduplicated.bam,Breast,cfDNA,0.1,1,pool_Breast,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/pool_Breast.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__0001_from_pool_Breast_label_Breast_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__0001_from_pool_Breast_label_Breast_replicate_1.tumor.bam,0.03579
K0793_spike_in__005_from_ZNB32S_label_Breast_replicate_0,K0793,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-K0793CT73T_M576-M776.deduplicated.bam,Breast,cfDNA,5.0,0,ZNB32S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNB32S/ZNB32S/ZNB32S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__005_from_ZNB32S_label_Breast_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__005_from_ZNB32S_label_Breast_replicate_0.tumor.bam,0.03878
K0793_spike_in__0001_from_ZMH051S_label_Liver_replicate_0,K0793,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-K0793CT73T_M576-M776.deduplicated.bam,Liver,cfDNA,0.1,0,ZMH051S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMH051S/ZMH051S/ZMH051S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__0001_from_ZMH051S_label_Liver_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__0001_from_ZMH051S_label_Liver_replicate_0.tumor.bam,0.03579
K0793_spike_in__0001_from_ZNB03SR2_label_Breast_replicate_1,K0793,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-K0793CT73T_M576-M776.deduplicated.bam,Breast,cfDNA,0.1,1,ZNB03SR2,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNB03SR2/ZNB03SR2/ZNB03SR2.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__0001_from_ZNB03SR2_label_Breast_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__0001_from_ZNB03SR2_label_Breast_replicate_1.tumor.bam,0.03583
K0793_spike_in__005_from_ZMH053S_label_Liver_replicate_0,K0793,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-K0793CT73T_M576-M776.deduplicated.bam,Liver,cfDNA,5.0,0,ZMH053S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMH053S/ZMH053S/ZMH053S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__005_from_ZMH053S_label_Liver_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__005_from_ZMH053S_label_Liver_replicate_0.tumor.bam,0.03618
K0793_spike_in__005_from_ZNB22SR1_label_Breast_replicate_1,K0793,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-K0793CT73T_M576-M776.deduplicated.bam,Breast,cfDNA,5.0,1,ZNB22SR1,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNB22SR1/ZNB22SR1/ZNB22SR1.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__005_from_ZNB22SR1_label_Breast_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__005_from_ZNB22SR1_label_Breast_replicate_1.tumor.bam,0.03716
K0793_spike_in__001_from_ZNB22SR1_label_Breast_replicate_0,K0793,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-K0793CT73T_M576-M776.deduplicated.bam,Breast,cfDNA,1.0,0,ZNB22SR1,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNB22SR1/ZNB22SR1/ZNB22SR1.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__001_from_ZNB22SR1_label_Breast_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__001_from_ZNB22SR1_label_Breast_replicate_0.tumor.bam,0.03567
K0793_spike_in__0001_from_ZNB03SR2_label_Breast_replicate_2,K0793,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-K0793CT73T_M576-M776.deduplicated.bam,Breast,cfDNA,0.1,2,ZNB03SR2,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNB03SR2/ZNB03SR2/ZNB03SR2.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__0001_from_ZNB03SR2_label_Breast_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__0001_from_ZNB03SR2_label_Breast_replicate_2.tumor.bam,0.03577
K0793_spike_in__05_from_ZMH050S_label_Liver_replicate_0,K0793,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-K0793CT73T_M576-M776.deduplicated.bam,Liver,cfDNA,50.0,0,ZMH050S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMH050S/ZMH050S/ZMH050S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__05_from_ZMH050S_label_Liver_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__05_from_ZMH050S_label_Liver_replicate_0.tumor.bam,0.0523
K0793_spike_in__0001_from_ZMH056S_label_Liver_replicate_1,K0793,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-K0793CT73T_M576-M776.deduplicated.bam,Liver,cfDNA,0.1,1,ZMH056S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMH056S/ZMH056S/ZMH056S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__0001_from_ZMH056S_label_Liver_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__0001_from_ZMH056S_label_Liver_replicate_1.tumor.bam,0.0358
K0793_spike_in__0001_from_pool_Breast_label_Breast_replicate_2,K0793,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-K0793CT73T_M576-M776.deduplicated.bam,Breast,cfDNA,0.1,2,pool_Breast,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/pool_Breast.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__0001_from_pool_Breast_label_Breast_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__0001_from_pool_Breast_label_Breast_replicate_2.tumor.bam,0.03579
K0793_spike_in__005_from_ZNB22SR1_label_Breast_replicate_2,K0793,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-K0793CT73T_M576-M776.deduplicated.bam,Breast,cfDNA,5.0,2,ZNB22SR1,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNB22SR1/ZNB22SR1/ZNB22SR1.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__005_from_ZNB22SR1_label_Breast_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0793_spike_in__005_from_ZNB22SR1_label_Breast_replicate_2.tumor.bam,0.03662
