SampleID,TM_BAM
K1586_spike_in__001_from_ZMH053S_label_Liver_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__001_from_ZMH053S_label_Liver_replicate_0.sorted.bam
K1586_spike_in__08_from_pool_Liver_label_Liver_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__08_from_pool_Liver_label_Liver_replicate_2.sorted.bam
K1586_spike_in__0001_from_ZMH048S_label_Liver_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__0001_from_ZMH048S_label_Liver_replicate_0.sorted.bam
K1586_spike_in__0001_from_pool_Liver_label_Liver_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__0001_from_pool_Liver_label_Liver_replicate_1.sorted.bam
K1586_spike_in__0001_from_ZMH048S_label_Liver_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__0001_from_ZMH048S_label_Liver_replicate_1.sorted.bam
K1586_spike_in__001_from_ZMH053S_label_Liver_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__001_from_ZMH053S_label_Liver_replicate_1.sorted.bam
K1586_spike_in__0001_from_pool_Liver_label_Liver_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__0001_from_pool_Liver_label_Liver_replicate_0.sorted.bam
K1586_spike_in__0001_from_ZMH048S_label_Liver_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__0001_from_ZMH048S_label_Liver_replicate_2.sorted.bam
K1586_spike_in__001_from_ZMH053S_label_Liver_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__001_from_ZMH053S_label_Liver_replicate_2.sorted.bam
K1586_spike_in__08_from_pool_Liver_label_Liver_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__08_from_pool_Liver_label_Liver_replicate_0.sorted.bam
K1586_spike_in__0001_from_pool_Liver_label_Liver_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__0001_from_pool_Liver_label_Liver_replicate_2.sorted.bam
K1586_spike_in__08_from_pool_Liver_label_Liver_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__08_from_pool_Liver_label_Liver_replicate_1.sorted.bam
K1586_spike_in__01_from_ZMH053S_label_Liver_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__01_from_ZMH053S_label_Liver_replicate_1.sorted.bam
K1586_spike_in__0005_from_ZMH056S_label_Liver_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__0005_from_ZMH056S_label_Liver_replicate_0.sorted.bam
K1586_spike_in__005_from_ZMH050S_label_Liver_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__005_from_ZMH050S_label_Liver_replicate_2.sorted.bam
K1586_spike_in__0005_from_ZMH051S_label_Liver_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__0005_from_ZMH051S_label_Liver_replicate_2.sorted.bam
K1586_spike_in__01_from_ZMH053S_label_Liver_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__01_from_ZMH053S_label_Liver_replicate_0.sorted.bam
K1586_spike_in__0005_from_ZMH056S_label_Liver_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__0005_from_ZMH056S_label_Liver_replicate_1.sorted.bam
K1586_spike_in__0005_from_ZMH051S_label_Liver_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__0005_from_ZMH051S_label_Liver_replicate_0.sorted.bam
K1586_spike_in__005_from_ZMH050S_label_Liver_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__005_from_ZMH050S_label_Liver_replicate_0.sorted.bam
K1586_spike_in__0005_from_ZMH056S_label_Liver_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__0005_from_ZMH056S_label_Liver_replicate_2.sorted.bam
K1586_spike_in__01_from_ZMH053S_label_Liver_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__01_from_ZMH053S_label_Liver_replicate_2.sorted.bam
K1586_spike_in__0005_from_ZMH051S_label_Liver_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__0005_from_ZMH051S_label_Liver_replicate_1.sorted.bam
K1586_spike_in__005_from_ZMH050S_label_Liver_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__005_from_ZMH050S_label_Liver_replicate_1.sorted.bam
K1586_spike_in__001_from_ZNL07S_label_Lung_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__001_from_ZNL07S_label_Lung_replicate_1.sorted.bam
K1586_spike_in__0001_from_ZMH056S_label_Liver_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__0001_from_ZMH056S_label_Liver_replicate_0.sorted.bam
K1586_spike_in__001_from_ZMH050S_label_Liver_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__001_from_ZMH050S_label_Liver_replicate_2.sorted.bam
K1586_spike_in__0001_from_ZNL07S_label_Lung_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__0001_from_ZNL07S_label_Lung_replicate_2.sorted.bam
K1586_spike_in__0001_from_ZMH051S_label_Liver_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__0001_from_ZMH051S_label_Liver_replicate_2.sorted.bam
K1586_spike_in__0005_from_ZNL07S_label_Lung_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__0005_from_ZNL07S_label_Lung_replicate_0.sorted.bam
K1586_spike_in__005_from_ZNL07S_label_Lung_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__005_from_ZNL07S_label_Lung_replicate_2.sorted.bam
K1586_spike_in__001_from_ZNL07S_label_Lung_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__001_from_ZNL07S_label_Lung_replicate_0.sorted.bam
K1586_spike_in__0001_from_ZMH056S_label_Liver_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__0001_from_ZMH056S_label_Liver_replicate_1.sorted.bam
K1586_spike_in__0005_from_ZNL07S_label_Lung_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__0005_from_ZNL07S_label_Lung_replicate_1.sorted.bam
K1586_spike_in__005_from_ZNL07S_label_Lung_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__005_from_ZNL07S_label_Lung_replicate_1.sorted.bam
K1586_spike_in__0005_from_ZNL07S_label_Lung_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__0005_from_ZNL07S_label_Lung_replicate_2.sorted.bam
K1586_spike_in__0001_from_ZMH051S_label_Liver_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__0001_from_ZMH051S_label_Liver_replicate_0.sorted.bam
K1586_spike_in__0001_from_ZNL07S_label_Lung_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__0001_from_ZNL07S_label_Lung_replicate_0.sorted.bam
K1586_spike_in__001_from_ZMH050S_label_Liver_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__001_from_ZMH050S_label_Liver_replicate_0.sorted.bam
K1586_spike_in__0001_from_ZMH056S_label_Liver_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__0001_from_ZMH056S_label_Liver_replicate_2.sorted.bam
K1586_spike_in__001_from_ZNL07S_label_Lung_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__001_from_ZNL07S_label_Lung_replicate_2.sorted.bam
K1586_spike_in__005_from_ZNL07S_label_Lung_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__005_from_ZNL07S_label_Lung_replicate_0.sorted.bam
K1586_spike_in__0001_from_ZMH051S_label_Liver_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__0001_from_ZMH051S_label_Liver_replicate_1.sorted.bam
K1586_spike_in__0001_from_ZNL07S_label_Lung_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__0001_from_ZNL07S_label_Lung_replicate_1.sorted.bam
K1586_spike_in__001_from_ZMH050S_label_Liver_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__001_from_ZMH050S_label_Liver_replicate_1.sorted.bam
K1586_spike_in__005_from_ZMH053S_label_Liver_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__005_from_ZMH053S_label_Liver_replicate_0.sorted.bam
K1586_spike_in__0001_from_ZNL15S_label_Lung_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__0001_from_ZNL15S_label_Lung_replicate_1.sorted.bam
K1586_spike_in__0005_from_ZMH048S_label_Liver_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__0005_from_ZMH048S_label_Liver_replicate_0.sorted.bam
K1586_spike_in__0005_from_ZNL08S_label_Lung_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__0005_from_ZNL08S_label_Lung_replicate_1.sorted.bam
K1586_spike_in__001_from_ZNL15S_label_Lung_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__001_from_ZNL15S_label_Lung_replicate_2.sorted.bam
K1586_spike_in__0001_from_pool_Lung_label_Lung_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__0001_from_pool_Lung_label_Lung_replicate_1.sorted.bam
K1586_spike_in__005_from_ZNL15S_label_Lung_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__005_from_ZNL15S_label_Lung_replicate_0.sorted.bam
K1586_spike_in__01_from_pool_Lung_label_Lung_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__01_from_pool_Lung_label_Lung_replicate_1.sorted.bam
K1586_spike_in__01_from_ZNL14S_label_Lung_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__01_from_ZNL14S_label_Lung_replicate_1.sorted.bam
K1586_spike_in__005_from_pool_Lung_label_Lung_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__005_from_pool_Lung_label_Lung_replicate_0.sorted.bam
K1586_spike_in__005_from_ZNL08S_label_Lung_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__005_from_ZNL08S_label_Lung_replicate_2.sorted.bam
K1586_spike_in__001_from_ZNL08S_label_Lung_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__001_from_ZNL08S_label_Lung_replicate_0.sorted.bam
K1586_spike_in__0005_from_ZMH048S_label_Liver_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__0005_from_ZMH048S_label_Liver_replicate_1.sorted.bam
K1586_spike_in__0005_from_ZNL15S_label_Lung_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__0005_from_ZNL15S_label_Lung_replicate_2.sorted.bam
K1586_spike_in__005_from_ZMH053S_label_Liver_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__005_from_ZMH053S_label_Liver_replicate_1.sorted.bam
K1586_spike_in__0001_from_ZNL15S_label_Lung_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__0001_from_ZNL15S_label_Lung_replicate_0.sorted.bam
K1586_spike_in__0005_from_pool_Liver_label_Liver_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__0005_from_pool_Liver_label_Liver_replicate_2.sorted.bam
K1586_spike_in__0001_from_ZNL08S_label_Lung_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__0001_from_ZNL08S_label_Lung_replicate_2.sorted.bam
K1586_spike_in__0005_from_ZNL08S_label_Lung_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__0005_from_ZNL08S_label_Lung_replicate_0.sorted.bam
K1586_spike_in__005_from_ZNL15S_label_Lung_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__005_from_ZNL15S_label_Lung_replicate_1.sorted.bam
K1586_spike_in__01_from_ZNL09S_label_Lung_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__01_from_ZNL09S_label_Lung_replicate_2.sorted.bam
K1586_spike_in__01_from_ZMH050S_label_Liver_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__01_from_ZMH050S_label_Liver_replicate_2.sorted.bam
K1586_spike_in__0001_from_pool_Lung_label_Lung_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__0001_from_pool_Lung_label_Lung_replicate_0.sorted.bam
K1586_spike_in__001_from_ZNL08S_label_Lung_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__001_from_ZNL08S_label_Lung_replicate_1.sorted.bam
K1586_spike_in__01_from_pool_Lung_label_Lung_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__01_from_pool_Lung_label_Lung_replicate_0.sorted.bam
K1586_spike_in__01_from_ZNL14S_label_Lung_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__01_from_ZNL14S_label_Lung_replicate_0.sorted.bam
K1586_spike_in__005_from_pool_Lung_label_Lung_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__005_from_pool_Lung_label_Lung_replicate_1.sorted.bam
K1586_spike_in__0005_from_pool_Liver_label_Liver_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__0005_from_pool_Liver_label_Liver_replicate_1.sorted.bam
K1586_spike_in__0001_from_ZNL08S_label_Lung_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__0001_from_ZNL08S_label_Lung_replicate_1.sorted.bam
K1586_spike_in__0005_from_ZNL15S_label_Lung_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__0005_from_ZNL15S_label_Lung_replicate_1.sorted.bam
K1586_spike_in__0005_from_ZMH048S_label_Liver_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__0005_from_ZMH048S_label_Liver_replicate_2.sorted.bam
K1586_spike_in__005_from_ZMH053S_label_Liver_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__005_from_ZMH053S_label_Liver_replicate_2.sorted.bam
K1586_spike_in__001_from_ZNL08S_label_Lung_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__001_from_ZNL08S_label_Lung_replicate_2.sorted.bam
K1586_spike_in__005_from_pool_Lung_label_Lung_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__005_from_pool_Lung_label_Lung_replicate_2.sorted.bam
K1586_spike_in__005_from_ZNL08S_label_Lung_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__005_from_ZNL08S_label_Lung_replicate_0.sorted.bam
K1586_spike_in__01_from_ZNL09S_label_Lung_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__01_from_ZNL09S_label_Lung_replicate_1.sorted.bam
K1586_spike_in__005_from_ZNL15S_label_Lung_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__005_from_ZNL15S_label_Lung_replicate_2.sorted.bam
K1586_spike_in__001_from_ZNL15S_label_Lung_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__001_from_ZNL15S_label_Lung_replicate_0.sorted.bam
K1586_spike_in__01_from_ZMH050S_label_Liver_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__01_from_ZMH050S_label_Liver_replicate_1.sorted.bam
K1586_spike_in__0005_from_ZNL08S_label_Lung_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__0005_from_ZNL08S_label_Lung_replicate_2.sorted.bam
K1586_spike_in__0001_from_ZNL08S_label_Lung_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__0001_from_ZNL08S_label_Lung_replicate_0.sorted.bam
K1586_spike_in__0005_from_pool_Liver_label_Liver_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__0005_from_pool_Liver_label_Liver_replicate_0.sorted.bam
K1586_spike_in__0001_from_ZNL15S_label_Lung_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__0001_from_ZNL15S_label_Lung_replicate_2.sorted.bam
K1586_spike_in__0005_from_ZNL15S_label_Lung_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__0005_from_ZNL15S_label_Lung_replicate_0.sorted.bam
K1586_spike_in__005_from_ZNL08S_label_Lung_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__005_from_ZNL08S_label_Lung_replicate_1.sorted.bam
K1586_spike_in__01_from_ZNL14S_label_Lung_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__01_from_ZNL14S_label_Lung_replicate_2.sorted.bam
K1586_spike_in__01_from_pool_Lung_label_Lung_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__01_from_pool_Lung_label_Lung_replicate_2.sorted.bam
K1586_spike_in__001_from_ZNL15S_label_Lung_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__001_from_ZNL15S_label_Lung_replicate_1.sorted.bam
K1586_spike_in__0001_from_pool_Lung_label_Lung_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__0001_from_pool_Lung_label_Lung_replicate_2.sorted.bam
K1586_spike_in__01_from_ZMH050S_label_Liver_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__01_from_ZMH050S_label_Liver_replicate_0.sorted.bam
K1586_spike_in__01_from_ZNL09S_label_Lung_replicate_0,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K1586_spike_in__01_from_ZNL09S_label_Lung_replicate_0.sorted.bam
CRCC5_spike_in__01_from_ZMG051S_label_Gastric_replicate_2,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/CRCC5_spike_in__01_from_ZMG051S_label_Gastric_replicate_2.sorted.bam
CRCC5_spike_in__005_from_ZMG051S_label_Gastric_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/CRCC5_spike_in__005_from_ZMG051S_label_Gastric_replicate_1.sorted.bam
CRCC5_spike_in__0001_from_ZMG063S_label_Gastric_replicate_1,/mnt/archiving/DATA_HIEUNHO/Spike_in/071024_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/CRCC5_spike_in__0001_from_ZMG063S_label_Gastric_replicate_1.sorted.bam
