,SampleID,Spike_in_label,Spike_in_ratio,ichorCNA
616,KZAZ52_spike_in__05_from_ZNC01S_label_CRC_replicate_1,CRC,50.0,0.03074
617,KZAZ52_spike_in__001_from_pool_CRC_label_CRC_replicate_1,CRC,1.0,0.03455
618,KZAZ52_spike_in__0005_from_ZNC01S_label_CRC_replicate_0,CRC,0.5,0.0346
619,KZAZ52_spike_in__01_from_pool_CRC_label_CRC_replicate_2,CRC,10.0,0.03576
620,KZAZ52_spike_in__0005_from_pool_CRC_label_CRC_replicate_2,CRC,0.5,0.03499
621,KZAZ52_spike_in__001_from_ZNC01S_label_CRC_replicate_1,CRC,1.0,0.03527
622,KZAZ52_spike_in__0005_from_ZNC01S_label_CRC_replicate_1,CRC,0.5,0.03528
623,KZAZ52_spike_in__001_from_pool_CRC_label_CRC_replicate_0,CRC,1.0,0.03506
624,KZAZ52_spike_in__05_from_ZNC01S_label_CRC_replicate_0,CRC,50.0,0.03522
625,KZAZ52_spike_in__08_from_pool_CRC_label_CRC_replicate_2,CRC,80.0,0.09553
626,KZAZ52_spike_in__001_from_ZNC01S_label_CRC_replicate_0,CRC,1.0,0.03513
627,K4AA93_spike_in__0001_from_ZNB22SR1_label_Breast_replicate_1,Breast,0.1,0.01963
628,K4AA93_spike_in__08_from_pool_Breast_label_Breast_replicate_1,Breast,80.0,0.1177
629,K4AA93_spike_in__0005_from_ZNB22SR1_label_Breast_replicate_0,Breast,0.5,0.0198
630,K4AA93_spike_in__01_from_ZNB22SR1_label_Breast_replicate_0,Breast,10.0,0.04616
631,K4AA93_spike_in__08_from_pool_Breast_label_Breast_replicate_0,Breast,80.0,0.1225
632,K4AA93_spike_in__0001_from_ZNB22SR1_label_Breast_replicate_0,Breast,0.1,0.01952
633,K4AA93_spike_in__0005_from_ZNB22SR1_label_Breast_replicate_1,Breast,0.5,0.01973
634,K4AA93_spike_in__01_from_ZNB22SR1_label_Breast_replicate_1,Breast,10.0,0.04324
635,K4AA93_spike_in__0005_from_ZNB22SR1_label_Breast_replicate_2,Breast,0.5,0.02005
636,K4AA93_spike_in__01_from_ZNB22SR1_label_Breast_replicate_2,Breast,10.0,0.04275
637,K4AA93_spike_in__08_from_pool_Breast_label_Breast_replicate_2,Breast,80.0,0.1154
638,K4AA93_spike_in__0001_from_ZNB22SR1_label_Breast_replicate_2,Breast,0.1,0.01953
639,K4AA93_spike_in__0005_from_ZNB32S_label_Breast_replicate_0,Breast,0.5,0.01877
640,K4AA93_spike_in__005_from_ZNB22SR1_label_Breast_replicate_2,Breast,5.0,0.0305
641,K4AA93_spike_in__0005_from_pool_Breast_label_Breast_replicate_1,Breast,0.5,0.01908
642,K4AA93_spike_in__001_from_ZNB32S_label_Breast_replicate_0,Breast,1.0,0.01789
643,K4AA93_spike_in__001_from_ZNB22SR1_label_Breast_replicate_2,Breast,1.0,0.0208
644,K4AA93_spike_in__0005_from_ZNB32S_label_Breast_replicate_1,Breast,0.5,0.021
645,K4AA93_spike_in__001_from_ZNB32S_label_Breast_replicate_1,Breast,1.0,0.01823
646,K4AA93_spike_in__0005_from_pool_Breast_label_Breast_replicate_0,Breast,0.5,0.01931
647,K4AA93_spike_in__005_from_ZNB22SR1_label_Breast_replicate_0,Breast,5.0,0.02857
648,K4AA93_spike_in__0005_from_ZNB32S_label_Breast_replicate_2,Breast,0.5,0.0186
649,K4AA93_spike_in__001_from_ZNB22SR1_label_Breast_replicate_1,Breast,1.0,0.02065
650,K4AA93_spike_in__001_from_ZNB32S_label_Breast_replicate_2,Breast,1.0,0.02037
651,K4AA93_spike_in__005_from_ZNB22SR1_label_Breast_replicate_1,Breast,5.0,0.02992
652,K4AA93_spike_in__001_from_ZNB22SR1_label_Breast_replicate_0,Breast,1.0,0.02039
653,K4AA93_spike_in__0005_from_pool_Breast_label_Breast_replicate_2,Breast,0.5,0.01938
654,K4AA93_spike_in__0001_from_ZNB32S_label_Breast_replicate_0,Breast,0.1,0.0222
655,K4AA93_spike_in__005_from_ZNB32S_label_Breast_replicate_0,Breast,5.0,0.01477
656,K4AA93_spike_in__0001_from_pool_Breast_label_Breast_replicate_0,Breast,0.1,0.02217
657,K4AA93_spike_in__005_from_ZNB06SR3_label_Breast_replicate_1,Breast,5.0,0.03194
658,K4AA93_spike_in__001_from_ZNB06SR3_label_Breast_replicate_0,Breast,1.0,0.01878
659,K4AA93_spike_in__0001_from_ZNB32S_label_Breast_replicate_1,Breast,0.1,0.02195
660,K4AA93_spike_in__01_from_ZNB32S_label_Breast_replicate_2,Breast,10.0,0.02808
661,K4AA93_spike_in__005_from_ZNB06SR3_label_Breast_replicate_0,Breast,5.0,0.04065
662,K4AA93_spike_in__0001_from_pool_Breast_label_Breast_replicate_1,Breast,0.1,0.01941
663,K4AA93_spike_in__005_from_ZNB32S_label_Breast_replicate_1,Breast,5.0,0.02196
664,K4AA93_spike_in__001_from_ZNB06SR3_label_Breast_replicate_1,Breast,1.0,0.01903
665,K4AA93_spike_in__01_from_ZNB32S_label_Breast_replicate_1,Breast,10.0,0.02369
666,K4AA93_spike_in__0001_from_ZNB32S_label_Breast_replicate_2,Breast,0.1,0.02195
667,K4AA93_spike_in__001_from_ZNB06SR3_label_Breast_replicate_2,Breast,1.0,0.01906
668,K4AA93_spike_in__0001_from_pool_Breast_label_Breast_replicate_2,Breast,0.1,0.01931
669,K4AA93_spike_in__005_from_ZNB32S_label_Breast_replicate_2,Breast,5.0,0.01928
670,K4AA93_spike_in__01_from_ZNB32S_label_Breast_replicate_0,Breast,10.0,0.02346
671,K4AA93_spike_in__005_from_ZNB06SR3_label_Breast_replicate_2,Breast,5.0,0.03119
672,K4AA93_spike_in__0001_from_ZNB06SR3_label_Breast_replicate_2,Breast,0.1,0.01942
673,K4AA93_spike_in__01_from_ZNB06SR3_label_Breast_replicate_2,Breast,10.0,0.06129
674,K4AA93_spike_in__0005_from_ZNB06SR3_label_Breast_replicate_2,Breast,0.5,0.01937
675,K4AA93_spike_in__01_from_ZNB06SR3_label_Breast_replicate_1,Breast,10.0,0.05827
676,K4AA93_spike_in__0001_from_ZNB06SR3_label_Breast_replicate_0,Breast,0.1,0.0195
677,K4AA93_spike_in__0005_from_ZNB06SR3_label_Breast_replicate_1,Breast,0.5,0.01946
678,K4AA93_spike_in__01_from_ZNB06SR3_label_Breast_replicate_0,Breast,10.0,0.05897
679,K4AA93_spike_in__0001_from_ZNB06SR3_label_Breast_replicate_1,Breast,0.1,0.01943
680,K4AA93_spike_in__0005_from_ZNB06SR3_label_Breast_replicate_0,Breast,0.5,0.01936
681,K4AA93_spike_in__005_from_ZNB05S_label_Breast_replicate_2,Breast,5.0,0.02242
682,K4AA93_spike_in__01_from_ZNB03SR2_label_Breast_replicate_2,Breast,10.0,0.06272
683,K4AA93_spike_in__0005_from_ZNB03SR2_label_Breast_replicate_2,Breast,0.5,0.01946
684,K4AA93_spike_in__005_from_pool_Breast_label_Breast_replicate_1,Breast,5.0,0.03088
685,K4AA93_spike_in__01_from_ZNB05S_label_Breast_replicate_1,Breast,10.0,0.02469
686,K4AA93_spike_in__0001_from_ZNB05S_label_Breast_replicate_2,Breast,0.1,0.0194
687,K4AA93_spike_in__0001_from_ZNB03SR2_label_Breast_replicate_2,Breast,0.1,0.01961
688,K4AA93_spike_in__01_from_ZNB05S_label_Breast_replicate_0,Breast,10.0,0.02393
689,K4AA93_spike_in__005_from_pool_Breast_label_Breast_replicate_0,Breast,5.0,0.03011
690,K4AA93_spike_in__005_from_ZNB05S_label_Breast_replicate_0,Breast,5.0,0.01984
691,K4AA93_spike_in__01_from_ZNB03SR2_label_Breast_replicate_0,Breast,10.0,0.06331
692,K4AA93_spike_in__0001_from_ZNB05S_label_Breast_replicate_0,Breast,0.1,0.01939
693,K4AA93_spike_in__0001_from_ZNB03SR2_label_Breast_replicate_1,Breast,0.1,0.01948
694,K4AA93_spike_in__0005_from_ZNB03SR2_label_Breast_replicate_0,Breast,0.5,0.01975
695,K4AA93_spike_in__01_from_ZNB03SR2_label_Breast_replicate_1,Breast,10.0,0.05878
696,K4AA93_spike_in__005_from_ZNB05S_label_Breast_replicate_1,Breast,5.0,0.01977
697,K4AA93_spike_in__005_from_pool_Breast_label_Breast_replicate_2,Breast,5.0,0.03057
698,K4AA93_spike_in__0001_from_ZNB03SR2_label_Breast_replicate_0,Breast,0.1,0.02233
699,K4AA93_spike_in__0001_from_ZNB05S_label_Breast_replicate_1,Breast,0.1,0.02232
700,K4AA93_spike_in__01_from_ZNB05S_label_Breast_replicate_2,Breast,10.0,0.02214
701,K4AA93_spike_in__0005_from_ZNB03SR2_label_Breast_replicate_1,Breast,0.5,0.01929
702,K4AA93_spike_in__05_from_pool_Breast_label_Breast_replicate_1,Breast,50.0,0.07261
703,K4AA93_spike_in__005_from_ZNB03SR2_label_Breast_replicate_0,Breast,5.0,0.04908
704,K4AA93_spike_in__001_from_ZNB03SR2_label_Breast_replicate_1,Breast,1.0,0.01888
705,K4AA93_spike_in__05_from_pool_Breast_label_Breast_replicate_0,Breast,50.0,0.08299
706,K4AA93_spike_in__005_from_ZNB03SR2_label_Breast_replicate_1,Breast,5.0,0.03591
707,K4AA93_spike_in__001_from_ZNB03SR2_label_Breast_replicate_0,Breast,1.0,0.02277
708,K4AA93_spike_in__005_from_ZNB03SR2_label_Breast_replicate_2,Breast,5.0,0.04549
709,K4AA93_spike_in__05_from_pool_Breast_label_Breast_replicate_2,Breast,50.0,0.07248
710,K4AA93_spike_in__001_from_ZNB03SR2_label_Breast_replicate_2,Breast,1.0,0.02157
711,K4AA93_spike_in__01_from_pool_Breast_label_Breast_replicate_0,Breast,10.0,0.03727
712,K4AA93_spike_in__01_from_pool_Breast_label_Breast_replicate_1,Breast,10.0,0.03745
713,K4AA93_spike_in__01_from_pool_Breast_label_Breast_replicate_2,Breast,10.0,0.03541
714,K4AA93_spike_in__001_from_ZNB05S_label_Breast_replicate_2,Breast,1.0,0.02197
715,K4AA93_spike_in__001_from_pool_Breast_label_Breast_replicate_0,Breast,1.0,0.01952
716,K4AA93_spike_in__0005_from_ZNB05S_label_Breast_replicate_2,Breast,0.5,0.02212
717,K4AA93_spike_in__001_from_pool_Breast_label_Breast_replicate_1,Breast,1.0,0.0186
718,K4AA93_spike_in__001_from_ZNB05S_label_Breast_replicate_0,Breast,1.0,0.01944
719,K4AA93_spike_in__001_from_pool_Breast_label_Breast_replicate_2,Breast,1.0,0.01911
720,K4AA93_spike_in__0005_from_ZNB05S_label_Breast_replicate_0,Breast,0.5,0.01939
721,K4AA93_spike_in__001_from_ZNB05S_label_Breast_replicate_1,Breast,1.0,0.01961
722,K4AA93_spike_in__0005_from_ZNB05S_label_Breast_replicate_1,Breast,0.5,0.0194
723,K0043_spike_in__0001_from_pool_Gastric_label_Gastric_replicate_0,Gastric,0.1,0.028
724,K0043_spike_in__005_from_ZMG063S_label_Gastric_replicate_0,Gastric,5.0,0.02851
725,K0043_spike_in__01_from_ZMG063S_label_Gastric_replicate_1,Gastric,10.0,0.03127
726,K0043_spike_in__001_from_ZMG063S_label_Gastric_replicate_1,Gastric,1.0,0.02409
727,K0043_spike_in__0001_from_ZMG063S_label_Gastric_replicate_2,Gastric,0.1,0.02809
728,K0043_spike_in__08_from_pool_Gastric_label_Gastric_replicate_1,Gastric,80.0,0.08052
729,K0043_spike_in__0005_from_ZMG063S_label_Gastric_replicate_2,Gastric,0.5,0.02809
730,K0043_spike_in__01_from_ZMG063S_label_Gastric_replicate_0,Gastric,10.0,0.02965
731,K0043_spike_in__005_from_ZMG063S_label_Gastric_replicate_1,Gastric,5.0,0.02924
732,K0043_spike_in__0001_from_pool_Gastric_label_Gastric_replicate_1,Gastric,0.1,0.02809
733,K0043_spike_in__001_from_ZMG063S_label_Gastric_replicate_0,Gastric,1.0,0.02837
734,K0043_spike_in__08_from_pool_Gastric_label_Gastric_replicate_0,Gastric,80.0,0.07907
735,K0043_spike_in__0001_from_ZMG063S_label_Gastric_replicate_0,Gastric,0.1,0.02802
736,K0043_spike_in__005_from_ZMG063S_label_Gastric_replicate_2,Gastric,5.0,0.02807
737,K0043_spike_in__0005_from_ZMG063S_label_Gastric_replicate_1,Gastric,0.5,0.02806
738,K0043_spike_in__0001_from_pool_Gastric_label_Gastric_replicate_2,Gastric,0.1,0.02814
739,K0043_spike_in__0001_from_ZMG063S_label_Gastric_replicate_1,Gastric,0.1,0.02799
740,K0043_spike_in__001_from_ZMG063S_label_Gastric_replicate_2,Gastric,1.0,0.02839
741,K0043_spike_in__01_from_ZMG063S_label_Gastric_replicate_2,Gastric,10.0,0.02995
742,K0043_spike_in__0005_from_ZMG063S_label_Gastric_replicate_0,Gastric,0.5,0.02822
743,K0043_spike_in__08_from_pool_Gastric_label_Gastric_replicate_2,Gastric,80.0,0.08172
744,K0043_spike_in__0005_from_pool_Gastric_label_Gastric_replicate_0,Gastric,0.5,0.02799
745,K0043_spike_in__0005_from_pool_Gastric_label_Gastric_replicate_1,Gastric,0.5,0.02791
746,K0043_spike_in__0005_from_pool_Gastric_label_Gastric_replicate_2,Gastric,0.5,0.02821
747,K0043_spike_in__001_from_ZMG051S_label_Gastric_replicate_0,Gastric,1.0,0.02795
748,K0043_spike_in__0005_from_ZMG051S_label_Gastric_replicate_2,Gastric,0.5,0.02761
749,K0043_spike_in__01_from_ZMG051S_label_Gastric_replicate_0,Gastric,10.0,0.02781
750,K0043_spike_in__005_from_ZMG051S_label_Gastric_replicate_1,Gastric,5.0,0.02919
751,K0043_spike_in__001_from_ZMG051S_label_Gastric_replicate_1,Gastric,1.0,0.02792
752,K0043_spike_in__0001_from_ZMG051S_label_Gastric_replicate_2,Gastric,0.1,0.02792
753,K0043_spike_in__005_from_ZMG051S_label_Gastric_replicate_0,Gastric,5.0,0.02865
754,K0043_spike_in__01_from_ZMG051S_label_Gastric_replicate_1,Gastric,10.0,0.03011
755,K0043_spike_in__01_from_ZMG051S_label_Gastric_replicate_2,Gastric,10.0,0.02585
756,K0043_spike_in__0005_from_ZMG051S_label_Gastric_replicate_0,Gastric,0.5,0.02783
757,K0043_spike_in__0001_from_ZMG051S_label_Gastric_replicate_1,Gastric,0.1,0.02795
758,K0043_spike_in__001_from_ZMG051S_label_Gastric_replicate_2,Gastric,1.0,0.02759
759,K0043_spike_in__005_from_ZMG051S_label_Gastric_replicate_2,Gastric,5.0,0.02681
760,K0043_spike_in__0005_from_ZMG051S_label_Gastric_replicate_1,Gastric,0.5,0.028
761,K0043_spike_in__0001_from_ZMG051S_label_Gastric_replicate_0,Gastric,0.1,0.02801
762,K0043_spike_in__0005_from_ZMG059S_label_Gastric_replicate_0,Gastric,0.5,0.02747
763,K0043_spike_in__01_from_ZMG059S_label_Gastric_replicate_2,Gastric,10.0,0.02687
764,K0043_spike_in__001_from_ZMG059S_label_Gastric_replicate_2,Gastric,1.0,0.02755
765,K0043_spike_in__0001_from_ZMG059S_label_Gastric_replicate_1,Gastric,0.1,0.02802
766,K0043_spike_in__0005_from_ZMG059S_label_Gastric_replicate_1,Gastric,0.5,0.028
767,K0043_spike_in__005_from_ZMG059S_label_Gastric_replicate_2,Gastric,5.0,0.02663
768,K0043_spike_in__0001_from_ZMG059S_label_Gastric_replicate_0,Gastric,0.1,0.02805
769,K0043_spike_in__001_from_ZMG059S_label_Gastric_replicate_0,Gastric,1.0,0.02716
770,K0043_spike_in__005_from_ZMG059S_label_Gastric_replicate_1,Gastric,5.0,0.02688
771,K0043_spike_in__01_from_ZMG059S_label_Gastric_replicate_0,Gastric,10.0,0.02744
772,K0043_spike_in__0005_from_ZMG059S_label_Gastric_replicate_2,Gastric,0.5,0.02778
773,K0043_spike_in__0001_from_ZMG059S_label_Gastric_replicate_2,Gastric,0.1,0.02816
774,K0043_spike_in__001_from_ZMG059S_label_Gastric_replicate_1,Gastric,1.0,0.0276
775,K0043_spike_in__01_from_ZMG059S_label_Gastric_replicate_1,Gastric,10.0,0.02876
776,K0043_spike_in__005_from_ZMG059S_label_Gastric_replicate_0,Gastric,5.0,0.02636
777,K0043_spike_in__001_from_ZMG048S_label_Gastric_replicate_1,Gastric,1.0,0.02695
778,K0043_spike_in__001_from_pool_Gastric_label_Gastric_replicate_0,Gastric,1.0,0.02713
779,K0043_spike_in__0001_from_ZMG048S_label_Gastric_replicate_2,Gastric,0.1,0.02812
780,K0043_spike_in__05_from_ZMG048S_label_Gastric_replicate_0,Gastric,50.0,0.1271
781,K0043_spike_in__005_from_ZMG048S_label_Gastric_replicate_0,Gastric,5.0,0.0306
782,K0043_spike_in__01_from_ZMG048S_label_Gastric_replicate_1,Gastric,10.0,0.03911
783,K0043_spike_in__0001_from_ZMG046S_label_Gastric_replicate_1,Gastric,0.1,0.02797
784,K0043_spike_in__001_from_ZMG046S_label_Gastric_replicate_2,Gastric,1.0,0.02837
785,K0043_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2,Gastric,50.0,0.05086
786,K0043_spike_in__0005_from_ZMG046S_label_Gastric_replicate_0,Gastric,0.5,0.028
787,K0043_spike_in__01_from_ZMG046S_label_Gastric_replicate_2,Gastric,10.0,0.028
788,K0043_spike_in__001_from_pool_Gastric_label_Gastric_replicate_1,Gastric,1.0,0.02801
789,K0043_spike_in__05_from_ZMG048S_label_Gastric_replicate_1,Gastric,50.0,0.1327
790,K0043_spike_in__001_from_ZMG048S_label_Gastric_replicate_0,Gastric,1.0,0.02701
791,K0043_spike_in__01_from_ZMG048S_label_Gastric_replicate_0,Gastric,10.0,0.03773
792,K0043_spike_in__0005_from_ZMG048S_label_Gastric_replicate_2,Gastric,0.5,0.0276
793,K0043_spike_in__005_from_ZMG048S_label_Gastric_replicate_1,Gastric,5.0,0.03086
794,K0043_spike_in__0001_from_ZMG046S_label_Gastric_replicate_0,Gastric,0.1,0.02801
795,K0043_spike_in__005_from_ZMG046S_label_Gastric_replicate_2,Gastric,5.0,0.0284
796,K0043_spike_in__0005_from_ZMG046S_label_Gastric_replicate_1,Gastric,0.5,0.02812
797,K0043_spike_in__005_from_ZMG048S_label_Gastric_replicate_2,Gastric,5.0,0.03016
798,K0043_spike_in__0005_from_ZMG048S_label_Gastric_replicate_1,Gastric,0.5,0.02738
799,K0043_spike_in__05_from_ZMG048S_label_Gastric_replicate_2,Gastric,50.0,0.122
800,K0043_spike_in__0001_from_ZMG048S_label_Gastric_replicate_0,Gastric,0.1,0.02801
801,K0043_spike_in__001_from_pool_Gastric_label_Gastric_replicate_2,Gastric,1.0,0.02769
802,K0043_spike_in__01_from_ZMG046S_label_Gastric_replicate_0,Gastric,10.0,0.02828
803,K0043_spike_in__0005_from_ZMG046S_label_Gastric_replicate_2,Gastric,0.5,0.02805
804,K0043_spike_in__005_from_ZMG046S_label_Gastric_replicate_1,Gastric,5.0,0.02868
805,K0043_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0,Gastric,50.0,0.04836
806,K0043_spike_in__001_from_ZMG046S_label_Gastric_replicate_0,Gastric,1.0,0.02807
807,K0043_spike_in__0005_from_ZMG048S_label_Gastric_replicate_0,Gastric,0.5,0.02754
808,K0043_spike_in__01_from_ZMG048S_label_Gastric_replicate_2,Gastric,10.0,0.03856
809,K0043_spike_in__0001_from_ZMG048S_label_Gastric_replicate_1,Gastric,0.1,0.02794
810,K0043_spike_in__001_from_ZMG048S_label_Gastric_replicate_2,Gastric,1.0,0.02724
811,K0043_spike_in__005_from_ZMG046S_label_Gastric_replicate_0,Gastric,5.0,0.02817
812,K0043_spike_in__01_from_ZMG046S_label_Gastric_replicate_1,Gastric,10.0,0.0283
813,K0043_spike_in__001_from_ZMG046S_label_Gastric_replicate_1,Gastric,1.0,0.02803
814,K0043_spike_in__0001_from_ZMG046S_label_Gastric_replicate_2,Gastric,0.1,0.02809
815,K0043_spike_in__05_from_pool_Gastric_label_Gastric_replicate_1,Gastric,50.0,0.0537
816,K0043_spike_in__01_from_pool_Gastric_label_Gastric_replicate_2,Gastric,10.0,0.0286
817,K0043_spike_in__005_from_pool_Gastric_label_Gastric_replicate_0,Gastric,5.0,0.02663
818,K0043_spike_in__005_from_pool_Gastric_label_Gastric_replicate_1,Gastric,5.0,0.02749
819,K0043_spike_in__01_from_pool_Gastric_label_Gastric_replicate_0,Gastric,10.0,0.0277
820,K0043_spike_in__005_from_pool_Gastric_label_Gastric_replicate_2,Gastric,5.0,0.02643
821,K0043_spike_in__01_from_pool_Gastric_label_Gastric_replicate_1,Gastric,10.0,0.02783
822,K1936_spike_in__0005_from_ZMH056S_label_Liver_replicate_1,Liver,0.5,0.03151
823,K1936_spike_in__0005_from_pool_Liver_label_Liver_replicate_0,Liver,0.5,0.03274
824,K1936_spike_in__01_from_ZNL14S_label_Lung_replicate_0,Lung,10.0,0.04036
825,K1936_spike_in__05_from_pool_Lung_label_Lung_replicate_1,Lung,50.0,0.1167
826,K1936_spike_in__01_from_ZNL09S_label_Lung_replicate_2,Lung,10.0,0.03629
827,K1936_spike_in__01_from_pool_Liver_label_Liver_replicate_1,Liver,10.0,0.05021
828,K1936_spike_in__001_from_ZNL09S_label_Lung_replicate_2,Lung,1.0,0.03201
829,K1936_spike_in__005_from_ZNL09S_label_Lung_replicate_0,Lung,5.0,0.02896
830,K1936_spike_in__005_from_ZNL14S_label_Lung_replicate_2,Lung,5.0,0.03755
831,K1936_spike_in__005_from_ZMH048S_label_Liver_replicate_1,Liver,5.0,0.07479
832,K1936_spike_in__001_from_ZNL14S_label_Lung_replicate_0,Lung,1.0,0.03316
833,K1936_spike_in__05_from_pool_Lung_label_Lung_replicate_0,Lung,50.0,0.12
834,K1936_spike_in__01_from_ZNL14S_label_Lung_replicate_1,Lung,10.0,0.03284
835,K1936_spike_in__0005_from_pool_Liver_label_Liver_replicate_1,Liver,0.5,0.03147
836,K1936_spike_in__0005_from_ZMH056S_label_Liver_replicate_0,Liver,0.5,0.03231
837,K1936_spike_in__01_from_pool_Liver_label_Liver_replicate_0,Liver,10.0,0.05365
838,K1936_spike_in__0005_from_ZMH051S_label_Liver_replicate_2,Liver,0.5,0.03053
839,K1936_spike_in__005_from_ZNL09S_label_Lung_replicate_1,Lung,5.0,0.0319
840,K1936_spike_in__001_from_ZNL14S_label_Lung_replicate_1,Lung,1.0,0.0328
841,K1936_spike_in__005_from_ZMH048S_label_Liver_replicate_0,Liver,5.0,0.06213
842,K1936_spike_in__01_from_ZNL09S_label_Lung_replicate_0,Lung,10.0,0.03534
843,K1936_spike_in__0005_from_ZMH051S_label_Liver_replicate_1,Liver,0.5,0.0303
844,K1936_spike_in__01_from_ZNL14S_label_Lung_replicate_2,Lung,10.0,0.03378
845,K1936_spike_in__0005_from_pool_Liver_label_Liver_replicate_2,Liver,0.5,0.03222
846,K1936_spike_in__001_from_ZNL14S_label_Lung_replicate_2,Lung,1.0,0.03148
847,K1936_spike_in__005_from_ZNL14S_label_Lung_replicate_0,Lung,5.0,0.03898
848,K1936_spike_in__005_from_ZNL09S_label_Lung_replicate_2,Lung,5.0,0.03234
849,K1936_spike_in__001_from_ZNL09S_label_Lung_replicate_0,Lung,1.0,0.03139
850,K1936_spike_in__0005_from_ZMH051S_label_Liver_replicate_0,Liver,0.5,0.03039
851,K1936_spike_in__01_from_ZNL09S_label_Lung_replicate_1,Lung,10.0,0.0377
852,K1936_spike_in__01_from_pool_Liver_label_Liver_replicate_2,Liver,10.0,0.05058
853,K1936_spike_in__0005_from_ZMH056S_label_Liver_replicate_2,Liver,0.5,0.03115
854,K1936_spike_in__05_from_pool_Lung_label_Lung_replicate_2,Lung,50.0,0.118
855,K1936_spike_in__005_from_ZMH048S_label_Liver_replicate_2,Liver,5.0,0.06387
856,K1936_spike_in__005_from_ZNL14S_label_Lung_replicate_1,Lung,5.0,0.03655
857,K1936_spike_in__001_from_ZNL09S_label_Lung_replicate_1,Lung,1.0,0.03209
858,K1936_spike_in__001_from_ZMH056S_label_Liver_replicate_1,Liver,1.0,0.03004
859,K1936_spike_in__01_from_ZMH053S_label_Liver_replicate_1,Liver,10.0,0.04867
860,K1936_spike_in__0001_from_ZMH048S_label_Liver_replicate_1,Liver,0.1,0.03228
861,K1936_spike_in__001_from_ZMH051S_label_Liver_replicate_2,Liver,1.0,0.03472
862,K1936_spike_in__01_from_ZMH053S_label_Liver_replicate_0,Liver,10.0,0.03081
863,K1936_spike_in__0005_from_pool_Lung_label_Lung_replicate_2,Lung,0.5,0.03199
864,K1936_spike_in__001_from_ZMH056S_label_Liver_replicate_0,Liver,1.0,0.03016
865,K1936_spike_in__0001_from_ZMH048S_label_Liver_replicate_0,Liver,0.1,0.03261
866,K1936_spike_in__0005_from_pool_Lung_label_Lung_replicate_1,Lung,0.5,0.0327
867,K1936_spike_in__001_from_ZMH051S_label_Liver_replicate_1,Liver,1.0,0.03398
868,K1936_spike_in__01_from_ZMH053S_label_Liver_replicate_2,Liver,10.0,0.04639
869,K1936_spike_in__0005_from_pool_Lung_label_Lung_replicate_0,Lung,0.5,0.03246
870,K1936_spike_in__001_from_ZMH056S_label_Liver_replicate_2,Liver,1.0,0.03202
871,K1936_spike_in__001_from_ZMH051S_label_Liver_replicate_0,Liver,1.0,0.03396
872,K1936_spike_in__0001_from_ZMH048S_label_Liver_replicate_2,Liver,0.1,0.03243
873,K1936_spike_in__005_from_pool_Lung_label_Lung_replicate_1,Lung,5.0,0.03636
874,K1936_spike_in__005_from_ZMH056S_label_Liver_replicate_1,Liver,5.0,0.05247
875,K1936_spike_in__0001_from_ZNL07S_label_Lung_replicate_2,Lung,0.1,0.03252
876,K1936_spike_in__0005_from_ZMH048S_label_Liver_replicate_1,Liver,0.5,0.03382
877,K1936_spike_in__0005_from_ZNL07S_label_Lung_replicate_0,Lung,0.5,0.031
878,K1936_spike_in__005_from_ZMH051S_label_Liver_replicate_2,Liver,5.0,0.06321
879,K1936_spike_in__005_from_ZMH056S_label_Liver_replicate_0,Liver,5.0,0.05015
880,K1936_spike_in__005_from_pool_Lung_label_Lung_replicate_0,Lung,5.0,0.03398
881,K1936_spike_in__0005_from_ZNL07S_label_Lung_replicate_1,Lung,0.5,0.03143
882,K1936_spike_in__0005_from_ZMH048S_label_Liver_replicate_0,Liver,0.5,0.03396
883,K1936_spike_in__005_from_ZMH051S_label_Liver_replicate_1,Liver,5.0,0.06251
884,K1936_spike_in__0005_from_ZNL07S_label_Lung_replicate_2,Lung,0.5,0.03224
885,K1936_spike_in__0001_from_ZNL07S_label_Lung_replicate_0,Lung,0.1,0.03246
886,K1936_spike_in__005_from_pool_Lung_label_Lung_replicate_2,Lung,5.0,0.03671
887,K1936_spike_in__005_from_ZMH056S_label_Liver_replicate_2,Liver,5.0,0.05258
888,K1936_spike_in__005_from_ZMH051S_label_Liver_replicate_0,Liver,5.0,0.06054
889,K1936_spike_in__0001_from_ZNL07S_label_Lung_replicate_1,Lung,0.1,0.03235
890,K1936_spike_in__0005_from_ZMH048S_label_Liver_replicate_2,Liver,0.5,0.03429
891,K1936_spike_in__0005_from_ZNL08S_label_Lung_replicate_1,Lung,0.5,0.03002
892,K1936_spike_in__0001_from_pool_Liver_label_Liver_replicate_2,Liver,0.1,0.0327
893,K1936_spike_in__0001_from_ZMH056S_label_Liver_replicate_1,Liver,0.1,0.03239
894,K1936_spike_in__0001_from_ZNL15S_label_Lung_replicate_1,Lung,0.1,0.03267
895,K1936_spike_in__001_from_ZMH048S_label_Liver_replicate_1,Liver,1.0,0.04477
896,K1936_spike_in__0001_from_ZNL08S_label_Lung_replicate_2,Lung,0.1,0.0321
897,K1936_spike_in__0001_from_ZMH056S_label_Liver_replicate_0,Liver,0.1,0.03256
898,K1936_spike_in__0005_from_ZNL08S_label_Lung_replicate_0,Lung,0.5,0.02911
